bibcode,year,title,subject,predicate,object,claim_type,evidence_text
2022PhLB..82837015Z,2022,The mysterious diffuse UV radiation and axion quark nugget dark matter model,axion quark nugget (aqn),candidate_for,dark matter,candidate,the dark matter annihilation events within the so-called axion quark nugget (AQN) dark matter model
2011PhRvD..84d3520A,2011,Accurate estimate of the relic density and the kinetic decoupling in nonthermal dark matter models,lightest supersymmetric particle (lsp),candidate_for,dark matter,candidate,the lightest supersymmetric particle as a dark matter candidate
2023PhRvD.107g2007J,2023,New results from HAYSTAC's phase II operation with a squeezed state receiver,axions,candidate_for,dark matter,candidate,search for dark matter axions
2010APh....33..195D,2010,BDM dark matter: CDM with a core profile and a free streaming scale,bdm,candidate_for,dark matter,candidate,We present a new dark matter model BDM
2023PhRvD.108l3546L,2023,Cosmological constraints on thermal friction of axion dark matter,axion,candidate_for,dark matter,candidate,axion dark matter undergoes thermal friction
2009NJPh...11j5019H,2009,The indirect search for dark matter with IceCube,wimp,constitutes,dark matter,constitution,weakly interacting massive dark matter particles (WIMPs)
2020PhRvL.125r1304K,2020,Exploring Primordial Black Holes from the Multiverse with Optical Telescopes,primordial black holes,candidate_for,dark matter,candidate,"Primordial black holes (PBHs) are a viable candidate for dark matter if the PBH masses are in the currently unconstrained ""sublunar"" mass range."
2020PhRvL.125r1304K,2020,Exploring Primordial Black Holes from the Multiverse with Optical Telescopes,primordial black holes,constitutes,dark matter,constitution,We show that this scenario can produce a population of PBHs that simultaneously accounts for all dark matter
2025ApJ...991L..27L,2025,A Dense Dark Matter Core of the Subhalo in the Strong Lensing System JVAS B1938+666,ψdm,candidate_for,dark matter,candidate,motivating the study of fuzzy/wave dark matter (FDM/ψDM) and self-interacting dark matter (SIDM) as alternative frameworks to address small-scale discrepancies in halo profiles inferred from observations.
2025ApJ...991L..27L,2025,A Dense Dark Matter Core of the Subhalo in the Strong Lensing System JVAS B1938+666,sidm,candidate_for,dark matter,candidate,motivating the study of fuzzy/wave dark matter (FDM/ψDM) and self-interacting dark matter (SIDM) as alternative frameworks to address small-scale discrepancies in halo profiles inferred from observations.
2005idm..conf..557Y,2005,Dark Matter Search by High-Energy Gamma Rays and Electrons with CALET,wimp,candidate_for,dark matter,candidate,search for WIMP dark matter
2008arXiv0801.0169K,2007,Primordial heavy elements in composite dark matter models,stable charged leptons,candidate_for,dark matter,candidate,"stable charged leptons and quarks can exist and, hidden in elusive atoms, play the role of dark matter."
2008arXiv0801.0169K,2007,Primordial heavy elements in composite dark matter models,stable charged quarks,candidate_for,dark matter,candidate,"stable charged leptons and quarks can exist and, hidden in elusive atoms, play the role of dark matter."
2008arXiv0801.0169K,2007,Primordial heavy elements in composite dark matter models,dark matter,composed_of,atoms binding heavy -2 charged particles and he-4 nuclei,composition,"existence of significant or even dominant fraction of ""atoms"", binding heavy -2 charged particles and He-4 nuclei."
2017MNRAS.470.4434P,2017,Baryon effects on void statistics in the EAGLE simulation,dark matter,composed_of,particles,composition,dark matter (DM) particles
2017MNRAS.470.4434P,2017,Baryon effects on void statistics in the EAGLE simulation,dark matter,is,cold,identity,Λ cold dark matter universe
2015PhLB..743..420B,2015,Low energy gamma ray excess confronting a singlet scalar extended inert doublet dark matter model,lightest inert particle (lip),candidate_for,dark matter,candidate,Taking the lightest inert particle (LIP) as a stable DM candidate
2016MNRAS.463.3848B,2016,Reionization in sterile neutrino cosmologies,dark matter,is,a warm elementary particle such as a sterile neutrino,identity,the dark matter is a warm elementary particle such as a sterile neutrino.
2026JHEP...02..213B,2026,Testing real WIMPs with CTAO,dark matter,is,the neutral component of an arbitrary odd and real representation of su(2),identity,fermionic dark matter is the neutral component of an arbitrary odd and real representation of SU(2)
2026JHEP...02..213B,2026,Testing real WIMPs with CTAO,real wimps,candidate_for,dark matter,candidate,whether real WIMPs constitute the dark matter of our universe
2003PhRvD..68c5005C,2003,"WMAP constraints, supersymmetric dark matter, and implications for the direct detection of supersymmetry",lightest neutralino,candidate_for,dark matter,candidate,It is shown that the neutralino-proton cross section in each case will fall within the reach of dark matter experiments.
2017ApJ...836...61M,2017,Fundamental Physics with the Hubble Frontier Fields: Constraining Dark Matter Models with the Abundance of Extremely Faint and Distant Galaxies,kev sterile neutrinos,candidate_for,dark matter,candidate,dark matter models based on keV sterile neutrinos;
2017ApJ...836...61M,2017,Fundamental Physics with the Hubble Frontier Fields: Constraining Dark Matter Models with the Abundance of Extremely Faint and Distant Galaxies,ultra-light particles,candidate_for,dark matter,candidate,"'fuzzy' wavelike dark matter models, based on Bose-Einstein condensates of ultra-light particles."
2011PhRvD..83f3502D,2011,"Generalizing a unified model of dark matter, dark energy, and inflation with a noncanonical kinetic term",kinetic term of the lagrangian,constitutes,dark matter,constitution,the kinetic term of the Lagrangian accounts for the dark matter and dark energy
2011PhRvD..83f3502D,2011,"Generalizing a unified model of dark matter, dark energy, and inflation with a noncanonical kinetic term",single scalar field with noncanonical kinetic term,candidate_for,dark matter,candidate,"a unification model for dark energy, dark matter, and inflation with a single scalar field with noncanonical kinetic term"
2024EPJC...84.1234K,2024,Probing sterile neutrino freeze-in at stronger coupling,dark matter,is,sterile neutrino,identity,sterile neutrino dark matter
2004astro.ph..3064G,2004,Introduction to Non-Baryonic Dark Matter,neutrinos,candidate_for,dark matter,candidate,"These include neutrinos, axions, neutralinos, WIMPZILLAs, etc."
2004astro.ph..3064G,2004,Introduction to Non-Baryonic Dark Matter,axions,candidate_for,dark matter,candidate,"These include neutrinos, axions, neutralinos, WIMPZILLAs, etc."
2004astro.ph..3064G,2004,Introduction to Non-Baryonic Dark Matter,neutralino,candidate_for,dark matter,candidate,"These include neutrinos, axions, neutralinos, WIMPZILLAs, etc."
2004astro.ph..3064G,2004,Introduction to Non-Baryonic Dark Matter,wimpzillas,candidate_for,dark matter,candidate,"These include neutrinos, axions, neutralinos, WIMPZILLAs, etc."
2004astro.ph..3064G,2004,Introduction to Non-Baryonic Dark Matter,wimp,candidate_for,dark matter,candidate,search for WIMPs (weakly interacting massive particles) as non-baryonic dark matter.
2019PrPNP.104....1B,2019,Sterile neutrino Dark Matter,sterile neutrinos,candidate_for,dark matter,candidate,sterile neutrinos as possible Dark Matter candidates.
2009AIPC.1121...90D,2009,Dark Matter in Coma Galaxy Cluster,dark matter,is,a hypothesized form of matter that does not reflect or emit electromagnetic radiation,identity,Dark matter is a hypothesized form of matter that does not reflect or emit electromagnetic radiation.
2022MNRAS.513.4845Z,2022,"Core-collapse, evaporation, and tidal effects: the life story of a self-interacting dark matter subhalo",self-interacting dark matter,candidate_for,dark matter,candidate,Self-interacting dark matter (SIDM) cosmologies admit an enormous diversity of dark matter (DM) halo density profiles
2025IJTP...64..299S,2025,"Observational Constraints on f(Q, C) Gravity with Extended Bose Einstein Condensate Dark Matter",extended bose-einstein condensate (ebec),candidate_for,dark matter,candidate,"The EBEC model, characterized by the equation of state p = α ρ + β ρ^2, unifies classical dark matter with its quantum ground state properties."
2018PhRvL.121a1102B,2018,Severely Constraining Dark-Matter Interpretations of the 21-cm Anomaly,dark matter,composed_of,"millicharged particles (mass ~10–80 mev, charge ~10^-6–10^-4 e; comprising ~0.3%–2% of dark matter)",composition,"a small fraction, ∼0.3 %- 2 % , of the dark matter consists of particles with a mass of ∼10 - 80 MeV and which couple to the photon through a small electric charge, roughly 10<SUP>-6</SUP>- 10<SUP>-4</SUP> as large as the electron charge."
2020MNRAS.495.1700L,2020,Lessons on early structure formation from a mature galaxy cluster observed at cosmic noon,fuzzy dark matter,candidate_for,dark matter,candidate,place new constraints on fuzzy dark matter models of m_a ≲ 5 × 10^-21 eV/c^2 for the ultralight boson mass
2024PTEP.2024j3C02H,2024,Indirect Detection for Higgs Portal Majorana Fermionic Dark Matter,dark matter,is,majorana fermion,identity,"In the model, a Majorana fermion DM χ couples with the Standard Model (SM) Higgs field H through a higher-dimensional term -{\cal L}\supset H^\dagger H \bar{\chi }\chi /\Lambda"
2002PhDT.......142M,2002,Low energy probes of standard model extensions,neutralino,candidate_for,dark matter,candidate,Minimal supersymmetry imposed upon the standard model permits a neutralino cold dark matter candidate (CDM).
2002PhDT.......142M,2002,Low energy probes of standard model extensions,neutralinos (mostly wino or higgsino),candidate_for,dark matter,candidate,Neutralinos that are mostly wino or higgsino are shown to be compatible with the 2000 DAMA annual modulation signal.
2023PhRvD.107f4008B,2023,Dark matter as a Weyl geometric effect,weyl geometric models,candidate_for,dark matter,candidate,Weyl geometric models can be considered as a viable theoretical alternative to the dark matter paradigm.
2021JHEP...12..148A,2021,A cosmologically consistent millicharged dark matter solution to the EDGES anomaly of possible string theory origin,millicharged dark fermions,candidate_for,dark matter,candidate,generates a millicharge for the hidden sector dark fermions providing a theoretical basis for using millicharged dark matter to produce the desired cooling of baryons seen by EDGES by scattering from millicharged dark matter.
2021JHEP...12..148A,2021,A cosmologically consistent millicharged dark matter solution to the EDGES anomaly of possible string theory origin,dark dirac fermion,candidate_for,dark matter,candidate,the hidden sector consisting of dark Dirac fermions and dark photons.
2009ApJ...696..254K,2009,On the Survival and Abundance of Disk-dominated Galaxies,dark matter,is,cold,identity,Λ cold dark matter (ΛCDM) universe
2024PhRvD.109j3502F,2024,Results and forecasts on cosmic inflation from weak lensing,dark matter,is,cold,identity,r Λ CDM (cold dark matter)
2002A&A...388..676B,2002,Antiprotons from primordial black holes,primordial black holes,candidate_for,dark matter,candidate,to constrain the local amount of PBH dark matter.
2018MNRAS.478.4974L,2018,Correlation between centre offsets and gas velocity dispersion of galaxy clusters in cosmological simulations,dark matter,is,cold dark matter,identity,Lambda cold dark matter (ΛCDM) cosmological hydrodynamic simulations
2014PhRvD..89h4035D,2014,Matter matters in asymptotically safe quantum gravity,single scalar,candidate_for,dark matter,candidate,dark-matter models with a single scalar
2019PhRvD..99a5031E,2019,Constraining D-foam via the 21-cm line,d-particles,constitutes,dark matter,constitution,"D-particles, which are stringy space-time defects predicted in brane-inspired models of the Universe, might constitute a component of dark matter"
2019PhRvD..99a5031E,2019,Constraining D-foam via the 21-cm line,singlet fermion,candidate_for,dark matter,candidate,singlet fermions that could provide another component.
2021MPLA...3630017Z,2021,"Axion quark nuggets. Dark matter and matter-antimatter asymmetry: Theory, observations and future experiments",axion quark nugget (aqn),constitutes,dark matter,constitution,"The model was originally invented to explain the observed similarity between the dark and the visible components, ΩDM ≈ Ωvisible, in a natural way as both types of matter are formed during the same QCD transition and proportional to the same dimensional fundamental parameter of the system, ΛQCD."
2026NuPhB102417343T,2026,Search for a dark gauge boson within Einstein-Cartan theory at the ILC using multivariate analysis,a′,candidate_for,dark matter,candidate,the dark matter candidate A′
2021PhRvD.104h3005G,2021,"New minimal, median, and maximal propagation models for dark matter searches with Galactic cosmic rays",tiny evaporating primordial black holes,candidate_for,dark matter,candidate,candidates heavier than a few MeV or tiny evaporating primordial black holes.
2021PhRvD.104h3005G,2021,"New minimal, median, and maximal propagation models for dark matter searches with Galactic cosmic rays",candidates heavier than a few mev,candidate_for,dark matter,candidate,candidates heavier than a few MeV or tiny evaporating primordial black holes.
2013AIPC.1560..294D,2013,Illuminating sub-GeV dark matter with neutrino beams,particles interacting via the vector portal,candidate_for,dark matter,candidate,"classes of dark matter candidates, e.g. those interacting via the vector portal."
2006astro.ph.11911C,2006,Catching photons from extra dimensions,brane excitations,candidate_for,dark matter,candidate,brane excitations provide a natural WIMP candidate for dark matter.
2025PhRvD.112c5001Z,2025,Status of the <inline-formula><mml:math><mml:msub><mml:mi>Z</mml:mi><mml:mn>3</mml:mn></mml:msub></mml:math></inline-formula>-NMSSM featuring a light bino-dominated LSP and a light singletlike scalar under the LZ experiment,bino-dominated dark matter candidate in the z3-nmssm,candidate_for,dark matter,candidate,the bino-dominated dark matter (DM) candidate in the Z3-NMSSM
2012PhRvD..85c6008F,2012,A CoGeNT modulation analysis,inelastic dark matter,candidate_for,dark matter,candidate,"Models such as inelastic dark matter provide a good fit to the modulation, but not the spectrum."
2022Parti...5..180K,2022,Diurnal Variations of the Count Rates from Dark Photons in PHELEX,dark photon,candidate_for,dark matter,candidate,search for the dark photons (DPs) of cold dark matter
2012EAS....53...25S,2012,MIMAC: A micro-tpc matrix for directional detection of dark matter,dark matter,is,non-baryonic,identity,Directional detection of non-baryonic Dark Matter is a promising search strategy for discriminating WIMP events from background ones.
2021PhLB..81536118C,2021,Light dark matter from dark sector decay,dark sector singlet fermion,candidate_for,dark matter,candidate,the lighter dark sector singlet fermion which serves as the dark matter candidate.
2022PhRvD.106d3523O,2022,"Tightening geometric and dynamical constraints on dark energy and gravity: Galaxy clustering, intrinsic alignment, and kinetic Sunyaev-Zel'dovich effect",dark matter,is,cold,identity,nonflat cold dark matter model
2025Univ...11...74G,2025,Searching for New Physics in an Ultradense Environment: A Review on Dark Matter Admixed Neutron Stars,bosonic candidate,candidate_for,dark matter,candidate,"the effects of both bosonic and fermionic candidates on key features such as mass, radius, and tidal deformability"
2025Univ...11...74G,2025,Searching for New Physics in an Ultradense Environment: A Review on Dark Matter Admixed Neutron Stars,fermionic candidate,candidate_for,dark matter,candidate,"the effects of both bosonic and fermionic candidates on key features such as mass, radius, and tidal deformability"
2024MNRAS.533...67O,2024,A warm dark matter cosmogony may yield more low-mass galaxy detections in 21-cm surveys than a cold dark matter one,warm dark matter,candidate_for,dark matter,candidate,warm dark matter (WDM) cosmological models
2024MNRAS.533...67O,2024,A warm dark matter cosmogony may yield more low-mass galaxy detections in 21-cm surveys than a cold dark matter one,cold dark matter,candidate_for,dark matter,candidate,in both cold (CDM) and WDM cosmogonies.
2025PhRvD.111h3535S,2025,Cosmological limits on the neutrino mass sum for beyond-<inline-formula><mml:math><mml:mi>Λ</mml:mi><mml:mi>CDM</mml:mi></mml:math></inline-formula> models,neutrinos,candidate_for,dark matter,candidate,"The sum of neutrino masses can be measured cosmologically, as the sub-eV particles behave as ""hot"" dark matter"
2013JCAP...08..041B,2013,A lower bound on the mass of cold thermal dark matter from Planck,neutralino,candidate_for,dark matter,candidate,a model of a supersymmetric neutralino annihilating to neutrinos... the Planck limits on N_eff allow us to set a lower bound on the neutralino dark matter mass of 3.5 MeV.
2002hep.ph...11168E,2002,Limits of the Standard Model,supersymmetry,candidate_for,dark matter,candidate,Supersymmetry ... provides a ready-made candidate for astrophysical cold dark matter.
2003PhRvD..67d3003I,2003,How large is our Universe?,dark matter,is,cold dark matter,identity,closed toroidal models with cold dark matter and the cosmological constant
2007PhRvD..75f3503G,2007,Heavy superheated droplet detectors as a probe of spin-independent WIMP dark matter existence,wimp,candidate_for,dark matter,candidate,WIMP dark matter searches
2022epsc.confE.132F,2022,Brief on Dark Matter in the Type Ib Seesaw Model: a GeV-scale Dirac neutrino portal,dark dirac fermion,candidate_for,dark matter,candidate,"Focussing on the fermionic dark matter case, we explore the parameter space..."
2018CoPhC.231..173B,2018,micrOMEGAs5.0 : Freeze-in,feebly interacting massive particle (fimp),candidate_for,dark matter,candidate,feebly interacting dark matter candidates
2016JCAP...01..031H,2016,Structure formation in a mixed dark matter model with decaying sterile neutrino: the 3.5 keV X-ray line and the Galactic substructure,non-resonantly produced sterile neutrinos,constitutes,dark matter,constitution,decay of non-resonantly produced sterile neutrinos accounting for 20-60% of the dark matter in the Universe.
2016JCAP...01..031H,2016,Structure formation in a mixed dark matter model with decaying sterile neutrino: the 3.5 keV X-ray line and the Galactic substructure,dark matter,composed_of,cold dark matter (cdm) particles,composition,Assuming the rest of dark matter is composed of some cold dark matter (CDM) particles
2014PhDT.......424M,2014,A Search for Dark Matter with the Large Underground Xenon Detector,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,"The Weakly Interacting Massive Particles (WIMP) has been postulated as a candidate that constitutes dark matter, which dominates the matter density in the universe."
2006JCAP...01..026S,2006,Dark world and baryon asymmetry from a common source,asymmetry of another global charge,candidate_for,dark matter,candidate,Both the baryon asymmetry and the dark matter are supposed to be produced nonthermally as the asymmetry of another global charge through the Affleck Dine mechanism along the relevant flat direction.
2026JCAP...03..034L,2026,Towards a theory of dissipative Dark Matter. Part I. The Born limit,dissipative self-interacting dark matter (dsidm),candidate_for,dark matter,candidate,dissipative self-interacting dark matter (dSIDM) models
2017PhRvD..95e5003B,2017,Neutrino masses and scalar singlet dark matter,dark matter,is,electroweak singlet scalar s,identity,"The DM is an electroweak (EW) singlet scalar S , odd under an imposed exact Z2 symmetry"
2026ApJ...997..106C,2026,Constraining the Nature of Dark Matter from Tidal Radii of Cluster Galaxy Subhalos,collisionless cold dark matter (cdm),candidate_for,dark matter,candidate,distinguishing between collisionless cold dark matter (CDM) and self-interacting dark matter (SIDM)
2026ApJ...997..106C,2026,Constraining the Nature of Dark Matter from Tidal Radii of Cluster Galaxy Subhalos,self-interacting dark matter,candidate_for,dark matter,candidate,distinguishing between collisionless cold dark matter (CDM) and self-interacting dark matter (SIDM)
2026ApJ...997..106C,2026,Constraining the Nature of Dark Matter from Tidal Radii of Cluster Galaxy Subhalos,collisionless cold dark matter (cdm),candidate_for,dark matter,candidate,Our results indicate that the outer spatial extents of subhalos are statistically consistent with CDM
2019arXiv191204656M,2019,Deformed Boson Condensate as a Model of Dark Matter,q-deformed boson condensate,candidate_for,dark matter,candidate,We consider the condensate of $q$-deformed bosons as a model of dark matter.
2020JHEP...02..078D,2020,"Dark matter, dark radiation and gravitational waves from mirror Higgs parity",dark matter,composed_of,e' and ē',composition,dark matter is composed of e' and ē'.
2019NuPhB.94914802C,2019,A neutrino mass model with hidden U(1) gauge symmetry,bosonic particles,candidate_for,dark matter,candidate,a bosonic dark matter (DM) candidate
2020JHEP...09..142B,2020,Kaluza-Klein FIMP dark matter in warped extra-dimensions,dark matter,composed_of,feebly interacting massive particles (fimp),composition,Dark Matter (DM) is made of Feebly Interacting Massive Particles (FIMP) interacting just gravitationally with the standard model particles in an extra-dimensional Randall-Sundrum scenario.
2025arXiv251213827B,2025,Local Group dwarf galaxies as dark matter probes,dark matter,is,non-baryonic,identity,non-baryonic dark matter (DM)
2025arXiv251213827B,2025,Local Group dwarf galaxies as dark matter probes,dark matter,composed_of,collisionless non-relativistic particles with negligible non-gravitational interactions,composition,"In the standard Cold DM (CDM) paradigm, DM consists of collisionless non-relativistic particles with negligible non-gravitational interactions."
2025JETPL.121..324P,2025,On the Increase in the Density of Primordial Black Holes in the Halos of Dwarf Galaxies,primordial black holes,constitutes,dark matter,constitution,"if dark matter contains even a small fraction, f0 ~ 10^{-4}, of primordial black holes (PBHs)"
2024JInst..19T1010A,2024,The DAMIC-M Low Background Chamber,hidden sector dark matter,candidate_for,dark matter,candidate,sensitivity to a range of hidden sector dark matter candidates.
2019arXiv190810343N,2019,Exchange driven freeze out of dark matter,dark matter,is,thermal particulate,identity,a thermal particulate dark matter
2019arXiv190810343N,2019,Exchange driven freeze out of dark matter,scalar particle,candidate_for,dark matter,candidate,simple scalar models with viable dark matter in the GeV scale
2025PhRvA.111a2601Z,2025,Quantum metrology algorithms for dark matter searches with clocks,dark matter,is,ultralight scalar,identity,local ultralight scalar dark matter
2020PhRvD.102b3013H,2020,Axion star nucleation in dark minihalos around primordial black holes,axion,constitutes,dark matter,constitution,Assuming the axion is the dominant component of the dark matter
2011PhRvD..84l3508Z,2011,Can decaying modes save void models for acceleration?,cold dark matter,constitutes,dark matter,constitution,using only general relativity with baryonic and cold dark matter
2025EPJC...85.1192X,2025,The XLZD Design Book: towards the next-generation liquid xenon observatory for dark matter and neutrino physics,wimp,candidate_for,dark matter,candidate,explore parameter space for Weakly Interacting Massive Particle (WIMP) dark matter
2012JCAP...08..010D,2012,Light magnetic dark matter in direct detection searches,fermionic particle carrying magnetic dipole moment,candidate_for,dark matter,candidate,a fermionic Dark Matter particle carrying magnetic dipole moment
2017IJMPD..2630007M,2017,Self-interacting dark matter,self-interacting dark matter,constitutes,dark matter,constitution,Self-interacting dark matter (SIDM) is a hypothetical form of dark matter (DM)
2017IJMPD..2630007M,2017,Self-interacting dark matter,glueball dm,candidate_for,dark matter,candidate,glueball DM
2017IJMPD..2630007M,2017,Self-interacting dark matter,right-handed neutrino,candidate_for,dark matter,candidate,"a right-handed neutrino DM (with mass of a few tens of keV, that may exist in minimal extensions of the standard model (SM))"
2022PhRvD.105g5019B,2022,Singlet-doublet self-interacting dark matter and radiative neutrino mass,dark matter,is,singlet-doublet majorana fermion,identity,we consider a singlet-doublet fermion dark matter scenario
2022PhRvD.105g5019B,2022,Singlet-doublet self-interacting dark matter and radiative neutrino mass,singlet fermion,candidate_for,dark matter,candidate,the singlet fermion with a light scalar mediator gives rise to the velocity-dependent dark matter self-interaction
2015arXiv150203399H,2015,Improved limits on sterile neutrino dark matter from full-sky observations by the Fermi-GBM,sterile neutrinos,candidate_for,dark matter,candidate,search for sterile neutrino decay lines in the energy range 10-25 keV corresponding to sterile neutrino mass range 20-50 keV.
2011PhLB..697..339M,2011,Neutrino phenomenology and stable dark matter with A<SUB>4</SUB>,dark matter candidate from a4 model,candidate_for,dark matter,candidate,a model based on the A4 non-Abelian discrete symmetry ... providing a stable dark matter candidate.
2013APh....44...59A,2013,Expected sensitivity to galactic/solar axions and bosonic super-WIMPs based on the axio-electric effect in liquid xenon dark matter detectors,wimp,candidate_for,dark matter,candidate,WIMPs (Weakly Interacting Massive Particles which may form the galactic dark matter)
2013APh....44...59A,2013,Expected sensitivity to galactic/solar axions and bosonic super-WIMPs based on the axio-electric effect in liquid xenon dark matter detectors,axion,candidate_for,dark matter,candidate,galactic axions (as non-relativistic dark matter) could be detected
2013APh....44...59A,2013,Expected sensitivity to galactic/solar axions and bosonic super-WIMPs based on the axio-electric effect in liquid xenon dark matter detectors,vector boson,candidate_for,dark matter,candidate,Vector-boson dark matter could also be detected
2025PDU....4801939K,2025,Probing signals of self-interacting dark matter core collapse in Hi-rich galaxies,self-interacting dark matter,candidate_for,dark matter,candidate,self-interacting dark matter (SIDM) halos in the core-collapse phase naturally account for the high densities in these galaxies.
2024PhRvL.133z1003C,2024,"Evaporating Primordial Black Holes, the String Axiverse, and Hot Dark Radiation",primordial black holes,candidate_for,dark matter,candidate,PBHs can be dark matter.
2021Univ....7..265M,2021,Supermassive Black Holes from Bose-Einstein Condensed Dark Matter—Or Black and Dark Separation by Angular Momentum,dark matter,composed_of,bose-einstein condensate,composition,the coherent dark matter (DM) composed from the Bose-Einstein Condensed (BEC) objects.
2026PhRvD.113b3524M,2026,Can a breakdown of Hawking evaporation open a new mass window for primordial black holes as dark matter?,primordial black holes,constitutes,dark matter,constitution,"It has furthermore been suggested that this opens a new mass window, between 10^4 g ≲ M ≲ 10^10 g, over which primordial black holes could constitute the dark matter of our Universe."
2016JHEP...03..018B,2016,"Hunting for neutral, long-lived exotica at the LHC using a missing transverse energy signature",lightest supersymmetric particle (lsp),candidate_for,dark matter,candidate,"the missing transverse energy (ETmiss) signal, traditionally used to look for dark matter, e.g., the lightest supersymmetric particle (LSP)"
2024EPJC...84...24D,2024,Constraints on directionality effect of nuclear recoils in a liquid argon time projection chamber,dark matter,is,weakly interacting massive particles (wimps),identity,dark matter in the form of weakly interacting massive particles (WIMP)
2026arXiv260220257C,2026,INFLAVON: CMB as cosmic tracer of Flavor physics,inflavon,candidate_for,dark matter,candidate,We also discuss inflavon as dark matter and its isocurvature constraints.
2002PThPS.147...11S,2002,Formation of Host Clouds of First Stars in the Early Universe,dark matter,is,cold dark matter,identity,Cold Dark Matter (CDM) universe
2021JHEP...09..123M,2021,Dark matter absorption via electronic excitations,dark matter,is,dark photon,identity,for vector (dark photon) and pseudoscalar (axion-like particle) dark matter
2021JHEP...09..123M,2021,Dark matter absorption via electronic excitations,dark matter,is,axion-like particle,identity,for vector (dark photon) and pseudoscalar (axion-like particle) dark matter
2024PhRvD.109k5030D,2024,Majorana neutrinos and dark matter from anomaly cancellation,majorana dark matter candidate,candidate_for,dark matter,candidate,a Majorana dark matter candidate is predicted from anomaly cancellation.
2025JHEP...09..047H,2025,Small instantons and the post-inflationary QCD axion in a special product GUT,axion,candidate_for,dark matter,candidate,"The model gives a prediction for a dark matter axion window, which is different from that of the ordinary post-inflationary QCD axion with domain wall number one."
2025JHEP...09..047H,2025,Small instantons and the post-inflationary QCD axion in a special product GUT,post-inflationary qcd axion,candidate_for,dark matter,candidate,"The model gives a prediction for a dark matter axion window, which is different from that of the ordinary post-inflationary QCD axion with domain wall number one."
2023JPhCS2586a2119S,2023,Directionality for nuclear recoils in a Liquid Argon TPC,wimp,candidate_for,dark matter,candidate,dark matter in the form of WIMPs (Weakly Interacting Massive Particles)
2017MNRAS.467..273O,2017,Constraints on the dynamical evolution of the galaxy group M81,dark matter,composed_of,particles beyond the standard model,composition,dark matter haloes that are made of particles beyond the standard model of particle physics
2004PhRvD..70k3007H,2004,Limits on supersymmetric dark matter from EGRET observations of the Galactic center region,neutralino,candidate_for,dark matter,candidate,neutralino dark matter particles are predicted to accumulate in the Galactic center
2017JHEP...11..132A,2017,Robustness of dark matter constraints and interplay with collider searches for New Physics,dark matter,is,neutralino,identity,neutralino dark matter
2015JCAP...11..006B,2015,Monthly modulation in dark matter direct-detection experiments,wimp,candidate_for,dark matter,candidate,WIMP and WISP dark matter searches
2015JCAP...11..006B,2015,Monthly modulation in dark matter direct-detection experiments,wisps,candidate_for,dark matter,candidate,"For WISP dark matter experiments, we show that the photons generated by WISP to photon conversion"
2015PASJ...67...23T,2015,An X-ray spectroscopic search for dark matter in the Perseus cluster with Suzaku,sterile neutrinos,candidate_for,dark matter,candidate,"the decay of sterile neutrino, a dark matter candidate."
2011PhLB..703..292C,2011,Light dark matter in NMSSM and implication on Higgs phenomenology,neutralino,candidate_for,dark matter,candidate,the neutralino dark matter can be as light as a few GeV
2022PhRvD.105h3520P,2022,Microlensing constraints on clustered primordial black holes,primordial black holes,candidate_for,dark matter,candidate,"the exciting possibility that dark matter is made, at least partly, of primordial black holes (PBHs)"
2023EPJWC.28006004P,2023,Directionality for nuclear recoils in a LAr TPC,wimp,candidate_for,dark matter,candidate,Weakly Interacting Massive Particles (WIMPs) as Dark Matter candidates
2024arXiv240920017Z,2024,Finite velocity effect of ultralight vector dark matter in pulsar timing arrays,ultralight vector dark matter,candidate_for,dark matter,candidate,Assuming the existence of stochastic vector dark matter in our galaxy
2024arXiv240920017Z,2024,Finite velocity effect of ultralight vector dark matter in pulsar timing arrays,ultra-light scalar dark matter,candidate_for,dark matter,candidate,ultralight scalar dark matter
2016PhDT........13N,2016,Direct Dark Matter Detection Phenomenology,spin-1 particle,candidate_for,dark matter,candidate,"A complete set of simplified models for spin-0, spin-1/2 and spin-1 dark matter candidates are formulated."
2016PhDT........13N,2016,Direct Dark Matter Detection Phenomenology,spin-1/2 particle,candidate_for,dark matter,candidate,"A complete set of simplified models for spin-0, spin-1/2 and spin-1 dark matter candidates are formulated."
2016PhDT........13N,2016,Direct Dark Matter Detection Phenomenology,spin-1 particle,candidate_for,dark matter,candidate,"A complete set of simplified models for spin-0, spin-1/2 and spin-1 dark matter candidates are formulated."
2004NuPhS.134..103B,2004,The Search for Dark Matter via Gamma Rays from Astronomical Sources Using EGRET and GLAST,wimp,candidate_for,dark matter,candidate,establishing limits on WIMP dark matter in the galaxy.
2010arXiv1007.3746M,2010,Towards an improved understanding of the relative scintillation efficiency of nuclear recoils in liquid xenon,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,sensitivity to galactic weakly interacting massive particles (WIMPs)
2013arXiv1307.0851M,2013,The NMSSM at the Cosmic Frontier for Snowmass 2013,neutralino,candidate_for,dark matter,candidate,"For DM relic abundance consistent with measurement, we find the neutralino can either be singlino or bino dominated."
2013arXiv1307.0851M,2013,The NMSSM at the Cosmic Frontier for Snowmass 2013,singlino,candidate_for,dark matter,candidate,the neutralino can either be singlino or bino dominated.
